City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
526,Troitsko-Pechorsk,RU,2021-10-22 18:55:08,62.7084,56.1964,44.89,91,100,11.86,overcast clouds
527,Pisco,PE,2021-10-22 18:54:46,-13.7,-76.2167,68.05,68,0,8.05,clear sky
528,Onufriyivka,UA,2021-10-22 18:55:09,48.9072,33.4487,56.82,55,100,5.03,overcast clouds
529,Richards Bay,ZA,2021-10-22 18:55:09,-28.783,32.0377,71.47,76,6,6.08,clear sky
530,Lethem,GY,2021-10-22 18:55:10,3.3803,-59.7968,84.25,79,40,11.5,scattered clouds
531,San Carlos,VE,2021-10-22 18:55:10,9.6612,-68.5827,89.22,47,91,1.34,overcast clouds
532,Moultrie,US,2021-10-22 18:55:11,31.1799,-83.7891,87.39,57,1,8.05,clear sky
533,Mana,GF,2021-10-22 18:55:11,5.6592,-53.7767,81.54,79,98,9.06,overcast clouds
534,Kavaratti,IN,2021-10-22 18:51:51,10.5669,72.642,81.79,77,23,3.29,few clouds
535,Villa Carlos Paz,AR,2021-10-22 18:55:12,-31.4241,-64.4978,91.06,31,1,11.99,clear sky
536,Kawalu,ID,2021-10-22 18:55:12,-7.3817,108.2082,72.25,98,100,1.12,overcast clouds
537,Rantepao,ID,2021-10-22 18:55:12,-2.9701,119.8978,64.85,92,100,2.91,overcast clouds
538,Lasa,IT,2021-10-22 18:50:59,46.6166,10.7002,50.74,89,30,5.41,scattered clouds
539,Nerchinskiy Zavod,RU,2021-10-22 18:55:13,51.3088,119.61,27.77,91,41,4.85,scattered clouds
540,Buraydah,SA,2021-10-22 18:52:19,26.326,43.975,82.85,29,0,11.61,clear sky
541,Swinoujscie,PL,2021-10-22 18:55:14,53.9105,14.2471,46.49,70,7,26.33,clear sky
542,Ullapool,GB,2021-10-22 18:55:14,57.8987,-5.1604,45.36,80,88,5.68,overcast clouds
543,Gwanda,ZW,2021-10-22 18:55:14,-20.9333,29.0,79.34,33,16,2.82,few clouds
544,Skelleftea,SE,2021-10-22 18:55:15,64.7507,20.9528,30.56,69,90,13.8,snow
545,Nieuw Amsterdam,SR,2021-10-22 18:55:15,5.8833,-55.0833,89.62,68,40,4.61,scattered clouds
546,Yamada,JP,2021-10-22 18:55:16,39.4667,141.95,45.12,79,100,6.38,overcast clouds
547,Shajapur,IN,2021-10-22 18:55:16,23.4333,76.2667,68.32,69,0,6.31,clear sky
548,Deputatskiy,RU,2021-10-22 18:55:16,69.3,139.9,-8.21,99,98,0.83,overcast clouds
549,Taltal,CL,2021-10-22 18:50:20,-25.4,-70.4833,61.09,69,25,7.56,scattered clouds
550,Dubbo,AU,2021-10-22 18:55:17,-32.25,148.6167,57.33,94,0,8.05,clear sky
551,Ewa Beach,US,2021-10-22 18:55:18,21.3156,-158.0072,79.68,73,75,10.0,broken clouds
552,Rocha,UY,2021-10-22 18:55:18,-34.4833,-54.3333,71.44,60,96,7.72,overcast clouds
553,Fare,PF,2021-10-22 18:55:18,-16.7,-151.0167,78.93,80,71,16.73,light rain
554,Sandy Bay,AU,2021-10-22 18:55:19,-42.913,147.3532,57.15,94,90,17.27,moderate rain
555,Bela,IN,2021-10-22 18:55:19,25.9333,81.9833,71.91,60,0,4.85,clear sky
556,Isangel,VU,2021-10-22 18:55:20,-19.55,169.2667,69.91,94,13,2.3,few clouds
557,Kathu,TH,2021-10-22 18:55:20,7.9178,98.3332,81.7,99,94,5.88,overcast clouds
558,Garowe,SO,2021-10-22 18:55:20,8.4054,48.4845,76.93,71,14,16.44,few clouds
559,Kajaani,FI,2021-10-22 18:55:21,64.2273,27.7285,32.05,86,90,17.27,light shower snow
